run,knob,contract_status,contract_effective,expected_cpp_effect,cpp_effect_found,hls_lut,hls_ff,hls_dsp,hls_bram18,hls_uram,hls_latency,logical_status,notes
kv260_precision_fx16_6,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,5056,3531,24,5,0,90,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
kv260_precision_fx8_3,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,4119,1914,8,5,0,72,applied,pipeline pragma count=10
kv260_precision_fx8_3,optimization.parallel.unroll_factor,applied,4,UNROLL pragma generated for unrolled loops,yes,4119,1914,8,5,0,72,applied,unroll pragma count=16
kv260_precision_fx8_3,optimization.parallel.partition_factor,applied,4,ARRAY_PARTITION pragma generated for partitioned arrays,yes,4119,1914,8,5,0,72,applied,array partition count=14
kv260_precision_fx8_3,optimization.tiling.dense,changed_or_clamped,"{'in': 8, 'out': 4}",dense tiled helper/marker generated,yes,4119,1914,8,5,0,72,applied,Dense tiling marker should appear for current MLP-style rows.
kv260_precision_fx8_3,optimization.tiling.conv,not_applicable,None,conv tiled helper/marker generated when Conv exists,no,4119,1914,8,5,0,72,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
kv260_precision_fx8_3,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,4119,1914,8,5,0,72,not_required,Runtime package did not report external weight mode for this row.
kv260_precision_fx8_3,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,4119,1914,8,5,0,72,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
kv260_precision_fx8_3,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,4119,1914,8,5,0,72,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
kv260_precision_fx8_3,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,4119,1914,8,5,0,72,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
kv260_tiling_large,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,4305,3706,24,5,0,81,applied,pipeline pragma count=10
kv260_tiling_large,optimization.parallel.unroll_factor,applied,4,UNROLL pragma generated for unrolled loops,yes,4305,3706,24,5,0,81,applied,unroll pragma count=16
kv260_tiling_large,optimization.parallel.partition_factor,applied,4,ARRAY_PARTITION pragma generated for partitioned arrays,yes,4305,3706,24,5,0,81,applied,array partition count=14
kv260_tiling_large,optimization.tiling.dense,changed_or_clamped,"{'in': 4, 'out': 4}",dense tiled helper/marker generated,yes,4305,3706,24,5,0,81,applied,Dense tiling marker should appear for current MLP-style rows.
kv260_tiling_large,optimization.tiling.conv,not_applicable,None,conv tiled helper/marker generated when Conv exists,no,4305,3706,24,5,0,81,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
kv260_tiling_large,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,4305,3706,24,5,0,81,not_required,Runtime package did not report external weight mode for this row.
kv260_tiling_large,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,4305,3706,24,5,0,81,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
kv260_tiling_large,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,4305,3706,24,5,0,81,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
kv260_tiling_large,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,4305,3706,24,5,0,81,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
kv260_tiling_medium,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,4275,3633,22,5,0,86,applied,pipeline pragma count=10
kv260_tiling_medium,optimization.parallel.unroll_factor,applied,4,UNROLL pragma generated for unrolled loops,yes,4275,3633,22,5,0,86,applied,unroll pragma count=16
kv260_tiling_medium,optimization.parallel.partition_factor,applied,4,ARRAY_PARTITION pragma generated for partitioned arrays,yes,4275,3633,22,5,0,86,applied,array partition count=14
kv260_tiling_medium,optimization.tiling.dense,changed_or_clamped,"{'in': 2, 'out': 2}",dense tiled helper/marker generated,yes,4275,3633,22,5,0,86,applied,Dense tiling marker should appear for current MLP-style rows.
kv260_tiling_medium,optimization.tiling.conv,not_applicable,None,conv tiled helper/marker generated when Conv exists,no,4275,3633,22,5,0,86,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
kv260_tiling_medium,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,4275,3633,22,5,0,86,not_required,Runtime package did not report external weight mode for this row.
kv260_tiling_medium,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,4275,3633,22,5,0,86,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
kv260_tiling_medium,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,4275,3633,22,5,0,86,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
kv260_tiling_medium,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,4275,3633,22,5,0,86,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
kv260_tiling_small,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,3899,3567,14,5,0,93,applied,pipeline pragma count=10
kv260_tiling_small,optimization.parallel.unroll_factor,applied,4,UNROLL pragma generated for unrolled loops,yes,3899,3567,14,5,0,93,applied,unroll pragma count=16
kv260_tiling_small,optimization.parallel.partition_factor,applied,4,ARRAY_PARTITION pragma generated for partitioned arrays,yes,3899,3567,14,5,0,93,applied,array partition count=14
kv260_tiling_small,optimization.tiling.dense,changed_or_clamped,"{'in': 1, 'out': 1}",dense tiled helper/marker generated,yes,3899,3567,14,5,0,93,applied,Dense tiling marker should appear for current MLP-style rows.
kv260_tiling_small,optimization.tiling.conv,not_applicable,None,conv tiled helper/marker generated when Conv exists,no,3899,3567,14,5,0,93,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
kv260_tiling_small,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,3899,3567,14,5,0,93,not_required,Runtime package did not report external weight mode for this row.
kv260_tiling_small,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,3899,3567,14,5,0,93,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
kv260_tiling_small,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,3899,3567,14,5,0,93,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
kv260_tiling_small,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,3899,3567,14,5,0,93,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
pynq_z2_baseline_safe_fx16,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,6054,4562,10,7,0,188,applied,pipeline pragma count=10
pynq_z2_baseline_safe_fx16,optimization.parallel.unroll_factor,applied,2,UNROLL pragma generated for unrolled loops,yes,6054,4562,10,7,0,188,applied,unroll pragma count=16
pynq_z2_baseline_safe_fx16,optimization.parallel.partition_factor,applied,2,ARRAY_PARTITION pragma generated for partitioned arrays,yes,6054,4562,10,7,0,188,applied,array partition count=14
pynq_z2_baseline_safe_fx16,optimization.tiling.dense,changed_or_clamped,"{'in': 8, 'out': 4}",dense tiled helper/marker generated,yes,6054,4562,10,7,0,188,applied,Dense tiling marker should appear for current MLP-style rows.
pynq_z2_baseline_safe_fx16,optimization.tiling.conv,not_applicable,None,conv tiled helper/marker generated when Conv exists,no,6054,4562,10,7,0,188,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
pynq_z2_baseline_safe_fx16,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,6054,4562,10,7,0,188,not_required,Runtime package did not report external weight mode for this row.
pynq_z2_baseline_safe_fx16,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,6054,4562,10,7,0,188,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
pynq_z2_baseline_safe_fx16,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,6054,4562,10,7,0,188,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
pynq_z2_baseline_safe_fx16,targets.platform.board,applied,'pynq_z2',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,6054,4562,10,7,0,188,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
training_kv260_aggressive_fx8_3,optimization.pipeline.ii,applied,1,PIPELINE pragma generated when pipeline is active,yes,194087,77849,518,74,0,86082,applied,pipeline pragma count=14
training_kv260_aggressive_fx8_3,optimization.parallel.unroll_factor,applied,8,UNROLL pragma generated for unrolled loops,yes,194087,77849,518,74,0,86082,applied,unroll pragma count=21
training_kv260_aggressive_fx8_3,optimization.parallel.partition_factor,applied,8,ARRAY_PARTITION pragma generated for partitioned arrays,yes,194087,77849,518,74,0,86082,applied,array partition count=21
training_kv260_aggressive_fx8_3,optimization.tiling.dense,changed_or_clamped,"{'in': 128, 'out': 10}",dense tiled helper/marker generated,yes,194087,77849,518,74,0,86082,applied,Dense tiling marker should appear for current MLP-style rows.
training_kv260_aggressive_fx8_3,optimization.tiling.conv,changed_or_clamped,"{'ic': 8, 'oc': 16, 'oh': 16, 'ow': 16}",conv tiled helper/marker generated when Conv exists,yes,194087,77849,518,74,0,86082,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
training_kv260_aggressive_fx8_3,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,194087,77849,518,74,0,86082,not_required,Runtime package did not report external weight mode for this row.
training_kv260_aggressive_fx8_3,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,194087,77849,518,74,0,86082,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
training_kv260_aggressive_fx8_3,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,194087,77849,518,74,0,86082,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
training_kv260_aggressive_fx8_3,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,194087,77849,518,74,0,86082,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
training_kv260_safe_fx16_6,optimization.pipeline.ii,applied,2,PIPELINE pragma generated when pipeline is active,yes,166965,135977,815,77,0,114686,applied,pipeline pragma count=14
training_kv260_safe_fx16_6,optimization.parallel.unroll_factor,applied,2,UNROLL pragma generated for unrolled loops,yes,166965,135977,815,77,0,114686,applied,unroll pragma count=21
training_kv260_safe_fx16_6,optimization.parallel.partition_factor,applied,2,ARRAY_PARTITION pragma generated for partitioned arrays,yes,166965,135977,815,77,0,114686,applied,array partition count=21
training_kv260_safe_fx16_6,optimization.tiling.dense,changed_or_clamped,"{'in': 64, 'out': 10}",dense tiled helper/marker generated,yes,166965,135977,815,77,0,114686,applied,Dense tiling marker should appear for current MLP-style rows.
training_kv260_safe_fx16_6,optimization.tiling.conv,changed_or_clamped,"{'ic': 2, 'oc': 8, 'oh': 8, 'ow': 8}",conv tiled helper/marker generated when Conv exists,yes,166965,135977,815,77,0,114686,applied_or_not_applicable,Conv tiling is only expected for Conv/training rows.
training_kv260_safe_fx16_6,memory.storage.weights,,'',BRAM embedded vs DDR weights_mem m_axi vs URAM bind/load path,mode=not_reported; weights_mem=no; impl_uram=no,166965,135977,815,77,0,114686,not_required,Runtime package did not report external weight mode for this row.
training_kv260_safe_fx16_6,data_movement input/output/weights,,'',AXIS/AXI interface pragmas and normalized contract rows when requested,axis=yes; s_axilite=yes; weights_m_axi=no,166965,135977,815,77,0,114686,applied,"For normalized DDR schema, contract should include data_movement.input.load/output.store/weights.load.interface."
training_kv260_safe_fx16_6,numerics precision,,'',fixed-point/ap_fixed typedefs and params reflect precision configuration,ap_fixed=no; params_present=yes,166965,135977,815,77,0,114686,applied,Precision effect should be verified further by comparing typedef widths between precision rows.
training_kv260_safe_fx16_6,targets.platform.board,applied,'kv260',"board affects reports/part/clock, not necessarily deeplearn.cpp logic",report_level,166965,135977,815,77,0,114686,report_only_or_backend,Board is mainly report/backend target metadata; same C++ can be logical across boards.
